work_id,slug
DESCONOCIDO_LocurasYAmoresDelPrincipeFisberto(Transk-MSS),las-locuras-y-amores-del-principe-fisberto
QUINONES_LorenzoHurtadoSegundaVez(Loa),lorenzo-hurtado-en-madrid-la-segunda-vez
MATOS_LorenzoMeLlamo(Transk-IMPR),lorenzo-me-llamo
SICARDO_LoMasEsSaberVencerse(Transk-IMPR),lo-mas-es-saber-vencerse
VELEZ_LuceroDeCastilla,el-lucero-de-castilla-y-privado-perseguido
ZAMORA_LuceroDeMadrid(Transk-IMPR),el-lucero-de-madrid-y-divino-labrador-san-isidro
LANINI_LuceroDeMadrid(Transk-IMPR),el-lucero-de-madrid
PINA_LuceroDeOriente(Transk-IMPR),lucero-de-oriente-san-francisco-de-javier
DESCONOCIDO_LuceroDelSol(Transk-MSS),el-lucero-del-sol-san-juan-bautista
MEDRANO_LuceroEclipsado,el-lucero-eclipsado
DESCONOCIDO_LuceroSerafin(Auto),el-lucero-serafin
DESCONOCIDO_LucesDelEvangelio(Transk-MSS),las-luces-del-evangelio-san-simon-y-san-judas
VILLEGASdudosa_LucidoroAragones(Transk-MSS),lucidoro-aragones-tercera-jornada
LOPE_LucindaPerseguida,lucinda-perseguida
DESCONOCIDO_LucindaYBelardo(Transk-IMPR),lucinda-y-belardo
MANUEL-JUAN-FRANCISCO_LucirConAjenaEstrella(Transk-IMPR),lucir-con-ajena-estrella
DESCONOCIDO_Lucistela(Transk-MSS),lucistela
ROJASdudosa_LucreciaYTarquino,lucrecia-y-tarquino
GODINEZ_LudovicoElPiadoso,ludovico-el-piadoso
CALDERON_LuisPerezElGallego,luis-perez-el-gallego
ANERO_LuisPerezElGallego(SegundaParte)(Transk-IMPR),luis-perez-el-gallego-segunda-parte
DESCONOCIDO_LunaDeFlorencia,la-luna-de-florencia
QUIROS_LunaDeLaSagra(Transk-IMPR),la-luna-de-la-sagra
VELEZ_LunaDeLaSierra,la-luna-de-la-sierra
CALLEJA_LuzDelSolDeOriente(Transk-IMPR),la-luz-del-sol-de-oriente-san-ignacio-en-paris
GODINEZ_LagrimasDeDavid,las-lagrimas-de-david
LOPEdudosa_MadrastraMasHonrada,la-madrastra-mas-honrada
LOPE_MadreDeLaMejor,la-madre-de-la-mejor
LOPE_MadreTeresaDeJesus,la-madre-teresa-de-jesus
TIRSO_MadrinaDelCielo(Auto),la-madrina-del-cielo
CALDERON_MaestrazgoDelTuson(Auto),el-maestrazgo-del-tuson
ENRIQUEZ_MaestroDeAlejandro,el-maestro-de-alejandro
CALDERON_MaestroDeDanzar,el-maestro-de-danzar
LOPE_MaestroDeDanzar,el-maestro-de-danzar-0
DIAMANTE_MagdalenaDeRoma(Transk-IMPR),la-magdalena-de-roma
QUINONES_Mago(Entremes),el-mago
CORDERO_MalInclinado(Transk-IMPR),mal-inclinado
CALDERONdudosa_MalPagadorEnPajas(Transk-IMPR),el-mal-pagador-en-pajas
DESCONOCIDO_MalaInclinacion(Transk-MSS),la-mala-inclinacion
LOPE_Malcasada,la-malcasada
CASTRO_MalcasadosDeValencia,los-malcasados-de-valencia
EXIMENEZ_MaldicionContraSi(Transk-MSS),la-maldicion-contra-si
OROZCO_ManasesReyDeJudea,manases-rey-de-judea
DIAMANTE_ManceboDelCamino(Transk-IMPR),el-mancebo-del-camino
VELEZ-JUAN_MancebonDeLosPalacios(Transk-IMPR),el-mancebon-de-los-palacios
CUBILLO_MangaDeSarracino(Transk-IMPR),la-manga-de-sarracino
ALARCON_ManganillaDeMelilla,la-manganilla-de-melilla
CALDERON_ManosBlancas,manos-blancas-no-ofenden-las
QUINONES_ManosYCuajares(Entremes),las-manos-y-cuajares
MIRA&CASTRO_ManzanaDeLaDiscordia,manzana-de-la-discordia-y-robo-de-helena
DESCONOCIDO_ManaDelCielo(Auto)(Transk-MSS),el-mana-del-cielo
CASTRO_MaravillasDeBabilonia(Transk-IMPR),las-maravillas-de-babilonia
LOPEZ-CASTRO_MarcoAntonio(Transk-MSS),marco-antonio-y-cleopatra-0
CALDERONdudosa_MarcoAntonioYCleopatra(Transk-IMPR),marco-antonio-y-cleopatra
PACHECO_MargaritaDelCielo(Transk-MSS),la-margarita-del-cielo
ACEVEDO-ANGELA_MargaritaDelTajo(Transk-IMPR),la-margarita-del-tajo-que-dio-nombre-santaren
LOPE_MargaritaPreciosa(Auto)(Transk-MSS),la-margarita-preciosa
ZABALETA&CANCER&CALDERON_MargaritaPreciosa,la-margarita-preciosa-0
BOYL_MaridoAsegurado,el-marido-asegurado
VILLEGAS-JUAN_MaridoDeSuHermanaMentirosaVerdad(Transk-IMPR),el-marido-de-su-hermana-y-mentirosa-verdad
MATOS_MaridoDeSuMadre(Transk-IMPR),el-marido-de-su-madre
HURTADO_MaridoHaceMujer(Transk-IMPR),el-marido-hace-mujer-y-el-trato-muda-costumbre
LOPE_MaridoMasFirme,el-marido-mas-firme
CARMONA_MarinaLaPorquera(Transk-IMPR),marina-la-porquera
MONTALBAN_MariscalDeViron,el-mariscal-de-viron
MALDONADO_MariscalDeViron(Burlesca)(Transk-IMPR),el-mariscal-de-viron-burlesca
LOPE_MarquesDeLasNavas,el-marques-de-las-navas
LOPE_MarquesDeMantua,el-marques-de-mantua
VELEZ_MarquesDelBasto,el-marques-del-basto
CASTILLO_MarquesDelCigarral,el-marques-del-cigarral
TIRSO_MartaLaPiadosa,marta-la-piadosa
CANIZARES_MartaLaRomarantina(PrimeraParte)(Transk-IMPR),marta-la-romarantina-primera-parte
CANIZARES_MartaLaRomarantina(SegundaParte)(Transk-IMPR),marta-la-romarantina-segunda-parte
BENAVIDES_MarteEspanolGuzman(Transk-MSS),el-marte-espanol-guzman-de-juan
FAJARDO_MarteYBelonaEnHungria(Transk-IMPR),marte-y-belona-en-hungria
QUINONES_Martinillo(PrimeraParte)(Entremes),el-martinillo-primera-parte
QUINONES_Martinillo(SegundaParte)(Entremes),el-martinillo-segunda-parte
MADRID_SanLorencio(1590)(Auto),el-martirio-de-san-lorencio
DESCONOCIDO_MartirioDeSanLorenzo(Auto)(Transk-MSS),el-martirio-de-san-lorenzo
DESCONOCIDO_MartirioDeSantaLucia(Transk-MSS),el-martirio-de-santa-lucia
MANUEL-AGUSTIN_MariaDelSocorro(Transk-MSS),maria-del-socorro
CABEZA_MatarPorCelosSuDama(Transk-IMPR),matar-por-celos-su-dama
AYALA-JUAN_MateoVizconde(Transk-IMPR),mateo-vizconde
LOPE_Maya(Auto),la-maya-0
QUINONES_Maya(Entremes),la-maya
LEIVA_MayorConstanciaDeMucioScevola(Transk-IMPR),la-mayor-constancia-de-muzio-scebola
LOPEdudosa_MayorCorona,la-mayor-corona
TELLO-MENESES_MayorDeLosMilagros(Transk-MSS),el-mayor-de-los-milagros-por-premio-de-un-santo-celo-y-santos
TIRSO_MayorDesengano,el-mayor-desengano
VELEZ_MayorDesgraciaDeCarlos,la-mayor-desgracia-de-carlos-quinto-y-jornada-de-argel
DESCONOCIDO_MayorDichaEnAmor(Transk-IMPR),la-mayor-dicha-en-amor-y-glorias-del-rey-fernando
LOPEdudosa_MayorDichaEnElMonte,la-mayor-dicha-en-el-monte
CALDERON_MayorEncantoAmor,mayor-encanto-amor-el
LOPEdudosa_MayorHazanaDeAlejandroMagno,la-mayor-hazana-de-alejandro-magno
ENCISO_MayorHazana(Transk-IMPR),la-mayor-hazana-de-carlos-v
PINA-MANUEL_MayorHazanaCarlosVI(Burlesca),la-mayor-hazana-de-carlos-vi-burlesca
ARAUJO-CASTRO_MayorHazanaDePortugal,la-mayor-hazana-de-portugal
LOPE_MayorImposible,el-mayor-imposible
CALDERON_MayorMonstruo,mayor-monstruo-del-mundo-el
DESCONOCIDO_MayorMagicoElDiablo(Transk-MSS),el-mayor-magico-el-diablo
LOPEdudosa_MayorProdigioYPurgatorio,el-mayor-prodigio-y-purgatorio-en-la-vida
CALDERONdudosa_MayorReyDeLosReyes(Transk-IMPR),el-mayor-rey-de-los-reyes
MIRA_MayorSoberbia(Auto),la-mayor-soberbia-humana-de-nabucodonosor
CORDERO_MayorTranceDeHonor(Transk-MSS),el-mayor-trance-de-honor
SOLIS_MayorTriunfoDeJulioCesar,el-mayor-triunfo-de-julio-cesar
DESCONOCIDO_MayorTriunfoEnSiMismo(Transk-MSS),el-mayor-triunfo-en-si-mismo
ARCE_MayorVictoriaDeConstantino(Transk-IMPR),la-mayor-victoria-de-constantino
LOPE_MayorVictoria,la-mayor-victoria
LOPE_MayorVirtud,la-mayor-virtud-de-un-rey
DESCONOCIDO_MayorazgoDelCielo(Auto)(Transk-MSS),el-mayorazgo-del-cielo
LOPE_MayorazgoDudoso,el-mayorazgo-dudoso
CASTILLO_MayorazgoFigura,el-mayorazgo-figura
DESCONOCIDO(3)_MayordomoDeDios(Transk-IMPR),el-mayordomo-de-dios-y-devocion-de-las-animas
LOPE_MayordomoDeLaDuquesa,el-mayordomo-de-la-duquesa-amalfi
ZAMORA_MazariegosYMonsalves(Transk-IMPR),mazariegos-y-monsalves
CALDERON_MananaSeraOtroDia,manana-sera-otro-dia
CALDERON_MananasDeAbril,mananas-de-abril-y-mayo
LOPE_MejorAlcaldeElRey,el-mejor-alcalde-el-rey
MARTINEZ_MejorAlcaldeElRey(Transk-IMPR),el-mejor-alcalde-el-rey-0
ROJAS_MejorAmigoElMuerto,el-mejor-amigo-el-muerto-y-el-capuchino-escoces
BELMONTE&ROJAS&CALDERONdudosa_MejorAmigoElMuerto(VersionImpresos),el-mejor-amigo-el-muerto-y-fortunas-de-don-juan-de-castro-version-0
BELMONTE&ROJAS&CALDERON_MejorAmigoElMuerto(VersionManuscritos),el-mejor-amigo-el-muerto-y-fortunas-de-don-juan-de-castro-version
MORETO_MejorAmigoElRey,el-mejor-amigo-el-rey
LOPEdudosa_MejorEnamorada,la-mejor-enamorada-la-magdalena
TIRSO_MejorEspigadera,la-mejor-espigadera
CASTRO_MejorEsposo,el-mejor-esposo
MORETO_MejorEsposo(Transk-IMPR),el-mejor-esposo-0
CALDERON_MejorEstaQueEstaba,mejor-esta-que-estaba
SALAZAR_MejorFlorDeSicilia,mejor-flor-de-sicilia-santa-rosolea
DESCONOCIDO_MejorFrutoDeUnArbol(Transk-IMPR),el-mejor-fruto-de-un-arbol-nuestra-senora-de-balvanera
DESCONOCIDO_MejorFrutoDelRoble(Transk-MSS),el-mejor-fruto-del-roble
DESCONOCIDO_MejorHijoDeMadrid(Transk-MSS),el-mejor-hijo-de-madrid
MORETO&ALII_MejorLunaAfricana,la-mejor-luna-africana
DESCONOCIDO_MejorLuzDeLaItalia(Transk-MSS),la-mejor-luz-de-la-italia
GUEDEJA_MejorLuzDeSevilla(Transk-IMPR),la-mejor-luz-de-sevilla-nuestra-senora-de-los-reyes
GONZALEZ-TORRES_MejorMaestroAmor(Transk-MSS),el-mejor-maestro-amor
LOPE_MejorMaestro,el-mejor-maestro-el-tiempo
LOPE_MejorMozoDeEspana(Transk-IMPR),el-mejor-mozo-de-espana
CALDERONdudosa_MejorPadre,el-mejor-padre-de-pobres
PACHECO_MejorPadreDePobres(Transk-MSS),el-mejor-padre-de-pobres-0
MORETO&MATOS_MejorPar,el-mejor-par-de-los-doce
CANCER&ROSETE&MARTINEZ_MejorRepresentanteSanGines,el-mejor-representante-san-gines
QUEVEDO-ARJONA_MejorReyDeBorgona(Transk-MSS),el-mejor-rey-de-borgona
DESCONOCIDO_MejorReyDeLosReyes(Auto)(Transk-IMPR),mejor-rey-de-los-reyes
CUBILLO_MejorReyDelMundo(Transk-IMPR),el-mejor-rey-del-mundo-y-templo-de-salomon
VELEZ_MejorReyEnRehenes,el-mejor-rey-en-rehenes
CALDERONdudosa_MejorTestigoEsDios(Transk-IMPR),el-mejor-testigo-es-dios
BELMONTE_MejorTutorEsDios(Transk-IMPR),el-mejor-tutor-es-dios
RODRIGUEZ_MejoresPeregrinos(Auto)(Transk-IMPR),los-mejores-peregrinos-y-jerusalen-sitiada
TIRSO_Melancolico,el-melancolico
LOPE_MelindresDeBelisa,los-melindres-de-belisa
LOPEdudosa_Melisendra(Entremes),melisendra
MILAN_MentirPorRazonDeEstado(Transk-IMPR),mentir-por-razon-de-estado
FIGUEROA-DIEGO-Y-JOSE_MentirYMudarseAUnTiempo(Transk-IMPR),mentir-y-mudarse-un-tiempo
AGUILAR_MercaderAmante,el-mercader-amante
CALDERONdudosa_MercaderDeToledoVaraDeMedirAccionMejorTestigo(Transk-IMPR),el-mercader-de-toledo-vara-de-medir-y-accion-del-mejor-testigo
LOPEdudosa_MercedEnElCastigoPremioEnLaMismaPena,la-merced-en-el-castigo
VERA&RIBERA_MerecerDeLaFortuna(Transk-IMPR),merecer-de-la-fortuna
MORETO_MerecerParaAlcanzar,merecer-para-alcanzar
VELEZ_MesaRedonda(Auto)(Transk-IMPR),la-mesa-redonda
BANCES_MesasDeLaFortuna(Auto)(Transk-IMPR),las-mesas-de-la-fortuna
MIRA_MesoneraDelCielo,la-mesonera-del-cielo
ANSON_MesiasVerdaderoAutoAlNacimiento(Auto)(Transk-IMPR),el-mesias-verdadero-auto-al-nacimiento-de-cristo-senor
LOPE_MesonDeLaCorte,el-meson-de-la-corte
CASTELLANOS_MientrasYoPodoLasVinas(Transk-MSS),mientras-yo-podo-las-vinas
LOPEdudosa_MilagroPorLosCelos(Transk-IMPR),el-milagro-por-los-celos
LOPEdudosa_MilagrosDelDesprecioDiablosSonLasMujeres,los-milagros-del-desprecio
OSUNA_MilagrosDelSerafin(Transk-IMPR),milagros-del-serafin
MORETOdudosa_MilagrosaEleccion,la-milagrosa-eleccion-de-san-pio-quinto
DESCONOCIDO_MilagrosoEspanol(Transk-MSS),el-milagroso-espanol
LOPEZ_MilagrosoImposible(Transk-MSS),el-milagroso-imposible-y-santa-rita-de-casia
MEDINA_MilagrososSucesosDelAlmirante(Auto),los-milagrosos-sucesos-del-almirante-de-aragon
ROSETE_MiraAlFin(Transk-IMPR),mira-al-fin
LOPE_MiradAQuienAlabais,mirad-quien-alabais
LOPE_Misacantano(Auto)(Transk-IMPR),el-misacantano
ENRIQUEZ_MisasDeSanVicenteFerrer,las-misas-de-san-vicente-ferrer
MORETO_MismaConcienciaAcusa,la-misma-conciencia-acusa
CALDERON_MisteriosDeLaMisa(Auto),los-misterios-de-la-misa
PAZ_MitraYPlumaEnLaCruz(Transk-IMPR),la-mitra-y-pluma-en-la-cruz-san-casiano
LOPE_MocedadDeRoldan(Transk-IMPR),la-mocedad-de-roldan
LOPEdudosa_MocedadesDeBernardo,las-mocedades-de-bernardo-del-carpio
CANCER_MocedadesDelCid,las-mocedades-del-cid-las-travesuras-del-cid
CASTRO_Mocedades(PrimeraParte),las-mocedades-del-cid-primera-parte
CASTRO_Mocedades(SegundaParte),las-mocedades-del-cid-segunda-parte
MONROY_MocedadesDelDuqueDeOsuna(Transk-IMPR),las-mocedades-del-duque-de-osuna
LOPE_Molino,el-molino
ORTIZ-PINEDO_MolinosDeViento(Transk-MSS),los-molinos-de-viento
ZAPATA_MonarquiaDelAlma(PrimeraParte)(Auto)(Transk-IMPR),monarquia-del-alma-y-guerra-de-los-sentidos-primera-parte
ZAPATA_MonarquiaDelAlma(SegundaParte)(Auto)(Transk-IMPR),monarquia-del-alma-y-guerra-de-los-sentidos-segunda-parte
MONTALBANdudosa_MonjaAlferez,la-monja-alferez
DESCONOCIDO_MonstruoDeCataluna(Transk-IMPR),el-monstruo-de-cataluna-y-penas-de-monserrate
LANINI_MonstruoDeLaAmistad(Transk-IMPR),el-monstruo-de-la-amistad
CALDERON&MONTALBAN&ZORRILLA_MonstruoDeLaFortuna,el-monstruo-de-la-fortuna-la-lavandera-de-napoles-felipa-catanea
GONZALEZ-VILLACASTIN_MonstruoDeLaSierra(Auto)(Transk-IMPR),el-monstruo-de-la-sierra-y-el-pastor-angel
CALDERON_MonstruoDeLosJardines,monstruo-de-los-jardines-el
VELEZ_MontanesaDeAsturias,la-montanesa-de-asturias
ENRIQUEZ_MontanesaDeBurgos,la-montanesa-de-burgos
LOPE_Montanesa(Transk-IMPR),la-montanesa
HOZ_MontanesJuanPascual(Transk-IMPR),el-montanes-juan-pascual
MIRA_ErarioYMonte(Auto),el-monte-de-piedad
LOPEdudosa_MonterosDeEspinosa(Transk-IMPR),los-monteros-de-espinosa
VILLEGAS-JUAN_MoricaGarridaHermanosMasAmantes(Transk-IMPR),la-morica-garrida-y-hermanos-mas-amantes
CABEZA_MorirAUnTiempoYVivir(Transk-IMPR),morir-un-tiempo-y-vivir
HOZ_MorirEnLaCruzConCristo(Transk-IMPR),morir-en-la-cruz-con-cristo
ROJAS_MorirPensando,morir-pensando-matar
DESCONOCIDO_MorirPorVivirConHonra(Transk-MSS),morir-por-vivir-con-honra
MONTALBAN_MorirYDisimular,morir-y-disimular
VELEZ_Moriscos(Baile),moriscos
TARREGAdudosa_MoriscosDeHornachos(Modern_Aut),los-moriscos-de-hornachos
GONZALEZ-BUSTOS_MosqueteroDeFlandes(Transk-IMPR),mosquetero-de-flandes
LOPE_MozaDeCantaro,la-moza-de-cantaro
HIDALGO_MozarabesDeToledo(Transk-IMPR),los-mozarabes-de-toledo
FIGUEROA-JOSE_MuchosAciertosDeUnYerro(Transk-IMPR),muchos-aciertos-de-un-yerro
MATOS_MudableArrepentido(Transk-MSS),el-mudable-arrepentido
LOPE_MudanzasDeFortuna,las-mudanzas-de-fortuna-y-sucesos-de-don-beltran-de-aragon
MONROY_MudanzasDeLaFortuna(Transk-IMPR),mudanzas-de-la-fortuna-y-firmezas-del-amor
ALARCON_MudarsePorMejorarse,mudarse-por-mejorarse
ENRIQUEZ_MudarsePorMejorarse,mudarse-por-mejorarse-0
DESCONOCIDO_MuertaPorElHonor(Transk-IMPR),la-muerta-por-el-honor
CUBILLO_MuerteDeFrislan(Auto)(Transk-MSS),la-muerte-de-frislan
CANCER_MuerteDeValdovinos,la-muerte-de-valdovinos
CUEVA_MuerteDelReyDonSancho(Transk-IMPR),la-muerte-del-rey-don-sancho
CUEVA_MuerteDeVirginiaYAppioClaudio(Transk-IMPR),la-muerte-de-virginia-y-apio-claudio
ZAMORA_MuerteEnAmorEsLaAusencia,muerte-en-amor-es-la-ausencia
DESCONOCIDO_MuerteYMilagrosDeSanAntonioDePadua,la-muerte-y-milagros-de-san-antonio-de-padua
QUINONES_Muerte(Entremes),la-muerte
ACEVEDO-ANGELA_MuertoDisimulado(Transk-IMPR),el-muerto-disimulado
PAREDES_MuertoVivo(Transk-MSS),el-muerto-vivo-y-lealtad-en-la-traicion
LOPE_MuertosVivos,los-muertos-vivos
QUINONES_MuertosVivos(Entremes),los-muertos-vivos-0
PACHECO_MuestraElSolNuevosRayos(SegundaParte)(Transk-MSS),muestra-el-sol-nuevos-rayos-segunda-parte
MATOS&MENESES&ZABALETA_MujerContraElConsejo,la-mujer-contra-el-consejo
DESCONOCIDO_MujerDePeribanez,mujer-de-peribanez
LOPEZ-JACINTO_MujerJuezDeSuMarido(Transk-MSS),la-mujer-juez-de-su-marido
CALDERON_MujerLlora,mujer-llora-y-venceras
TIRSO_MujerPorFuerza,la-mujer-por-fuerza
TIRSO_MujerQueManda,la-mujer-que-manda-en-casa
VILLARROEL_MujerAngelYMilagro(Transk-IMPR),mujer-angel-y-milagro
CALDERONdudosa_MujeresCuandoQuieren(Transk-IMPR),las-mujeres-cuando-quieren
LOPE_MujeresSinHombres,las-mujeres-sin-hombres
LOPE_MujeresYCriados,mujeres-y-criados
QUINONES_Murmurador(Entremes),el-murmurador
OLIVARES_MurosDeJerico(Transk-IMPR),los-muros-de-jerico
CUBILLO_MunecasDeMarcela,las-munecas-de-marcela
OCAMPO&MORENO_MagicoMexicano(Transk-IMPR),el-magico-mexicano
CALDERON_MagicoProdigioso,magico-prodigioso-el
LOPE_MarmolDeFelisardo,el-marmol-de-felisardo
FUNES_MartirAntesDeNacer(Transk-MSS),el-martir-antes-de-nacer-san-mames
MIRA_MartirDeMadrid,el-martir-de-madrid
JUANA-INES_MartirDelSacramento(Auto),el-martir-del-sacramento
ARBOREDA_MartirValienteEnRoma(Transk-MSS),el-martir-valiente-en-roma-san-jorge
ENRIQUEZ_MartirYRey,martir-y-rey-de-sevilla-san-hermenegildo
CASTRO-ANTONIO_MartiresDeCordoba(Transk-IMPR),los-martires-de-cordoba
LOPEdudosa_MartiresDeJapon,los-martires-de-japon
LOPEdudosa_MartiresDeMadrid,los-martires-de-madrid
MONROY_MartiresDeMadrid(Transk-MSS),los-martires-de-madrid-0
LOBO_MartiresDeToledo(Transk-IMPR),martires-de-toledo-y-tejedor-palomeque
ROJAS_MartiresDeValencia,los-martires-de-valencia
CANIZARES_MasAmadaDeCristo(PrimeraParte)(Transk-IMPR),la-mas-amada-de-cristo-santa-gertrudis-la-magna
CANIZARES_MasAmadaDeCristo(SegundaParte)(Transk-IMPR),la-mas-amada-de-cristo-santa-gertrudis-la-magna-segunda-parte
MONTALBAN_MasConstanteMujer,mas-constante-mujer
MALDONADO&DUENA&CIFUENTES_MasConstanteMujer(Burlesca)(Transk-IMPR),la-mas-constante-mujer-burlesca
SOLIS_MasDichosaVenganza,la-mas-dichosa-venganza
BIRUEGA_MasDichosoPortal(Auto)(Transk-MSS),el-mas-dichoso-portal
DESCONOCIDO_MasDichosoProdigio(Transk-IMPR),mas-dichoso-prodigio
DIAMANTE_MasEncantoEsLaHermosura(Transk-IMPR),mas-encanto-es-la-hermosura
DESCONOCIDO_MasEsElRuidoQueLasNueces(Transk-IMPR),mas-es-el-ruido-que-las-nueces-y-el-reloj-toque-su-hora
ROSAS_MasEsQuererQuePoder(Transk-IMPR),mas-es-querer-que-poder
MIRA_MasFelizCautiverio,el-mas-feliz-cautiverio-y-los-suenos-de-josef
LOPE_MasGalanPortugues,el-mas-galan-portugues-duque-de-berganza
DESCONOCIDO_MasHermosaRaquel(Auto)(Transk-IMPR),mas-hermosa-raquel-pastora-de-las-almas
MATOS&FIGUEROA-DIEGO-Y-JOSE_MasHeroicaFineza(Transk-IMPR),la-mas-heroica-fineza-y-fortuna-de-isabela
DESCONOCIDO_MasHeroicaRomana(Transk-IMPR),la-mas-heroica-romana
FOLCH-CARDONA_MasHeroicoSilencio(Transk-IMPR),el-mas-heroico-silencio
ZABALETA&ROJAS&CALDERON_MasHidalgaHermosura,la-mas-hidalga-hermosura
MORETO_MasIlustreFrances,el-mas-ilustre-frances-san-bernardo
CANIZARES_MasIlustreFregona(Transk-IMPR),la-mas-ilustre-fregona
ROJAS_MasImpropioVerdugo,el-mas-impropio-verdugo-por-la-mas-justa-venganza
LOBO_MasJustoReyDeGrecia(Transk-IMPR),mas-justo-rey-de-grecia
BAEZA_MasLaAmistadQueLaSangre(Transk-IMPR),mas-la-amistad-que-la-sangre
HURTADO&VERA_MasMereceQuienMasAma(Transk-IMPR),mas-merece-quien-mas-ama
VELEZ_MasPesaElRey,mas-pesa-el-rey-que-la-sangre
LLOBREGAT_MasPesanPajasQueCulpas(Transk-MSS),mas-pesan-pajas-que-culpas
VILLEGAS_MasPiadosoTroyano(Transk-IMPR),el-mas-piadoso-troyano
DESCONOCIDO_MasPoderTiene(Zarzuela)(Transk-MSS),mas-poder-tiene-el-amar-que-la-gloria-de-inmortal
CALDERONdudosa_MasPuedeAmorQueElDolor(Transk-IMPR),mas-puede-amor-que-dolor
LOPE_MasPuedenCelos,mas-pueden-celos-que-amor
VALLES_MasTemidoAndaluz(Transk-IMPR),mas-temido-andaluz-y-guapo-francisco-esteban
SALAZAR&VERA_MasTriunfaElAmorRendido(Transk-IMPR),mas-triunfa-el-amor-rendido
BANCES_MasValeElHombreQueElNombre(Transk-IMPR),mas-vale-el-hombre-que-el-nombre
ROJAS_MasValeManaQueFuerza(Transk-IMPR),mas-vale-mana-que-fuerza
LOPEdudosa_MasValeSaltoDeMata,mas-vale-salto-de-mata-que-ruego-de-buenos
CASTRO-JOSE-JULIAN_MasValeTarde(Transk-IMPR),mas-vale-tarde-que-nunca
MONROY_MasValeAQuienDiosAyudaPastorMasPerseguido(Transk-IMPR),mas-vale-quien-dios-ayuda-esau-y-jacob-el-pastor-mas-perseguido-y
MONROY_MasValienteAndaluz(Transk-IMPR),el-mas-valiente-andaluz-anton-bravo
VILLAIZAN_MasValieraCallarlo(Transk-IMPR),mas-valiera-callarlo-que-no-decirlo
LOPE_MasValeisVosAntona,mas-valeis-vos-antona-que-la-corte-toda
SANZ-MORENO_MasVerdaderaCopia(Transk-IMPR),la-mas-verdadera-copia-del-mejor-original
ENCISO_MedisDeFlorencia(Transk-IMPR),los-medicis-de-florencia
ROJAS_MedicoDeSuAmor(Transk-IMPR),el-medico-de-su-amor
CALDERON_MedicoDeSuHonra,el-medico-de-su-honra-el-celoso-de-su-honra
LOPEdudosa_MedicoDeSuHonra,el-medico-de-su-honra
ENRIQUEZ_MedicoPintorSanLucas(Impreso1675),el-medico-pintor-san-lucas-impreso-1675
ENRIQUEZ_MedicoPintorSanLucas(Manuscrito),el-medico-pintor-san-lucas-manuscrito
LA-MADRID_MedicosDivinos(Transk-IMPR),los-medicos-divinos-y-luceros-de-la-iglesia-san-cosme-y-san-damian
LOPEdudosa_MeritoEnLaTemplanza,el-merito-en-la-templanza-y-ventura-por-el-sueno
SALAZAR_MeritoEsLaCorona,el-merito-es-la-corona
DESCONOCIDO_MiraloTodoEnCastilla(Transk-IMPR),el-miralo-todo-en-castilla-en-napoles-y-en-sicilia
CALDERON_MisticaYRealBabilonia(Auto),la-mistica-y-real-babilonia
VIDAL_MusicaEnsenaElAmor(Auto)(Transk-MSS),musica-ensena-el-amor
GARRO_AmorPorElRetrato(Transk-IMPR),musicos-amo-y-criado-y-el-amor-por-el-retrato
FERNANDEZ-LUCAS_Nacimiento,nacimiento
LOPE_NacimientoDeCristoNuestroSenor(Transk-IMPR),el-nacimiento-de-cristo-nuestro-senor
DIAMANTE_NacimientoDeCristo(Zarzuela)(Transk-IMPR),el-nacimiento-de-cristo
LOPE_NacimientoDeCristo,el-nacimiento-de-cristo-parte-xxiv
VALDIVIELSO_NacimientoDeLaMejor(Auto)(Modern-Aut),el-nacimiento-de-la-mejor
CASTRO_NacimientoDeMontesinos,el-nacimiento-de-montesinos
FERNANDEZ-LUCAS_NacimientoDeNuestroSenor,nacimiento-de-nuestro-senor
SANCHEZ-TORTOLES_NacimientoDeNuestroSenorJesucristo(Transk-IMPR),el-nacimiento-de-nuestro-senor-jesucristo
REYES_NacimientoDeNuestroSenor(Auto)(Transk-MSS),el-nacimiento-de-nuestro-senor
VALDIVIELSO_NacimientoDeNuestroSenor(Auto)(Transk-IMPR),el-nacimiento-de-nuestro-senor-0
MONTERO&VILLEGAS_NacimientoDeSanFrancisco(Transk-IMPR),el-nacimiento-de-san-francisco
LOPE_NacimientoDeUrson,el-nacimiento-de-urson-y-valentin-reyes-de-francia
LOPEdudosa_NacimientoDelAlba(Transk-IMPR),el-nacimiento-del-alba
DESCONOCIDO_NacimientoDelHijoDeDios(Auto)(Transk-MSS),el-nacimiento-del-hijo-de-dios
DESCONOCIDO_NacimientoYVidaDeJudas(Auto)(Transk-MSS),el-nacimiento-y-vida-de-judas
MESA-GASPAR_Nacimiento(Auto)(Transk-MSS),el-nacimiento
VILLEGAS-DIEGO_NacimientoDeSanJuanBautista(Auto)(Transk-MSS),el-nacimiento-de-san-juan-bautista
MUDARRA_NadieDigaMalDelDia(Transk-MSS),nadie-diga-mal-del-dia-hasta-que-la-luz-se-acabe
CALDERON_NadieFieSuSecreto,nadie-fie-su-secreto
LEMUS_NadiePierdaLaEsperanza(Transk-IMPR),nadie-pierda-la-esperanza
CUENCA_NadieSeAtrevaAlHonor(Transk-IMPR),nadie-se-atreva-al-honor
LOPE_NadieSeConoce,nadie-se-conoce
